tweet_id,favorites,retweets,user_followers,user_favourites,date_time
879050749262655488,19200,3858,9384024,147172,2017-06-25 18:56:45
879008229531029506,16267,2199,9384024,147172,2017-06-25 16:07:47
878776093423087618,16562,3360,9384024,147172,2017-06-25 00:45:22
878604707211726852,25680,5795,9384024,147172,2017-06-24 13:24:20
878404777348136964,0,1050,9384024,147172,2017-06-24 00:09:53
878316110768087041,0,5412,9384024,147172,2017-06-23 18:17:33
878281511006478336,6578,1050,9384024,147172,2017-06-23 16:00:04
878057613040115712,35840,5603,9384024,147172,2017-06-23 01:10:23
877736472329191424,67342,15483,9384024,147172,2017-06-22 03:54:17
877556246731214848,19293,3092,9384024,147172,2017-06-21 15:58:08
877316821321428993,23458,4256,9384024,147172,2017-06-21 00:06:44
877201837425926144,23164,4523,9384024,147172,2017-06-20 16:29:50
876838120628539392,17654,2746,9384024,147172,2017-06-19 16:24:33
876537666061221889,20298,3876,9384024,147172,2017-06-18 20:30:39
876484053909872640,16057,1958,9384024,147172,2017-06-18 16:57:37
876120275196170240,23897,3830,9384024,147172,2017-06-17 16:52:05
875747767867523072,21438,3511,9384024,147172,2017-06-16 16:11:53
875144289856114688,18844,4075,9384024,147172,2017-06-15 00:13:52
875097192612077568,23473,4983,9384024,147172,2017-06-14 21:06:43
875021211251597312,21839,3880,9384024,147172,2017-06-14 16:04:48
874680097055178752,23783,3831,9384024,147172,2017-06-13 17:29:20
874434818259525634,0,11980,9384024,147172,2017-06-13 01:14:41
874296783580663808,22281,3404,9384024,147172,2017-06-12 16:06:11
874057562936811520,19400,3298,9384024,147172,2017-06-12 00:15:36
874012996292530176,29183,8408,9384024,147172,2017-06-11 21:18:31
873580283840344065,20713,3273,9384024,147172,2017-06-10 16:39:04
873337748698140672,0,1304,9384024,147172,2017-06-10 00:35:19
873213775632977920,6133,1304,9384024,147172,2017-06-09 16:22:42
872967104147763200,23362,4464,9384024,147172,2017-06-09 00:02:31
872820683541237760,12692,3093,9384024,147172,2017-06-08 14:20:41
872620804844003328,17704,2997,9384024,147172,2017-06-08 01:06:27
872486979161796608,34927,7498,9384024,147172,2017-06-07 16:14:40
872122724285648897,29339,6675,9384024,147172,2017-06-06 16:07:15
871879754684805121,32093,9071,9384024,147172,2017-06-06 00:01:46
871762521631449091,17331,2911,9384024,147172,2017-06-05 16:15:56
871515927908634625,17350,2878,9384024,147172,2017-06-04 23:56:03
871166179821445120,0,4784,9384024,147172,2017-06-04 00:46:17
871102520638267392,18004,4566,9384024,147172,2017-06-03 20:33:19
871032628920680449,19567,3161,9384024,147172,2017-06-03 15:55:36
870804317367881728,28895,5165,9384024,147172,2017-06-03 00:48:22
870726314365509632,101,3,9384024,147172,2017-06-02 19:38:25
870656317836468226,10543,2153,9384024,147172,2017-06-02 15:00:16
870374049280663552,71221,22070,9384024,147172,2017-06-01 20:18:38
870308999962521604,18881,3477,9384024,147172,2017-06-01 16:00:09
870063196459192321,31485,6931,9384024,147172,2017-05-31 23:43:25
869772420881756160,36696,8456,9384024,147172,2017-05-31 04:27:59
869702957897576449,24280,5288,9384024,147172,2017-05-30 23:51:58
869596645499047938,13705,2581,9384024,147172,2017-05-30 16:49:31
869227993411051520,17591,3136,9384024,147172,2017-05-29 16:24:37
868880397819494401,56325,12003,9384024,147172,2017-05-28 17:23:24
868639477480148993,0,1709,9384024,147172,2017-05-28 01:26:04
868622495443632128,22911,4369,9384024,147172,2017-05-28 00:18:35
868552278524837888,8661,1709,9384024,147172,2017-05-27 19:39:34
867900495410671616,20949,3496,9384024,147172,2017-05-26 00:29:37
867774946302451713,29413,6125,9384024,147172,2017-05-25 16:10:44
867421006826221569,13891,2080,9384024,147172,2017-05-24 16:44:18
867072653475098625,0,99,9384024,147172,2017-05-23 17:40:04
867051520902168576,27879,6657,9384024,147172,2017-05-23 16:16:06
866720684873056260,17338,4056,9384024,147172,2017-05-22 18:21:28
866686824827068416,16642,2908,9384024,147172,2017-05-22 16:06:55
866450705531457537,105660,29521,9384024,147172,2017-05-22 00:28:40
866334964761202691,45289,11980,9384024,147172,2017-05-21 16:48:45
866094527597207552,0,7022,9384024,147172,2017-05-21 00:53:21
865718153858494464,22202,4716,9384024,147172,2017-05-19 23:57:46
865359393868664832,22912,4196,9384024,147172,2017-05-19 00:12:11
865006731092295680,24310,6528,9384024,147172,2017-05-18 00:50:50
864873206498414592,27962,7325,9384024,147172,2017-05-17 16:00:15
864279568663928832,12662,2520,9384024,147172,2017-05-16 00:41:21
864197398364647424,25935,7412,9384024,147172,2017-05-15 19:14:50
863907417377173506,17891,3523,9384024,147172,2017-05-15 00:02:33
863553081350529029,13264,3566,9384024,147172,2017-05-14 00:34:33
863471782782697472,0,2040,9384024,147172,2017-05-13 19:11:30
863432100342583297,20632,4473,9384024,147172,2017-05-13 16:33:49
863427515083354112,1918,80,9384024,147172,2017-05-13 16:15:35
863079547188785154,7694,935,9384024,147172,2017-05-12 17:12:53
863062471531167744,7303,2040,9384024,147172,2017-05-12 16:05:02
862831371563274240,16725,4359,9384024,147172,2017-05-12 00:46:44
862722525377298433,14880,3025,9384024,147172,2017-05-11 17:34:13
862457590147678208,17761,4155,9384024,147172,2017-05-11 00:01:27
862096992088072192,64555,19596,9384024,147172,2017-05-10 00:08:34
861383897657036800,31423,9076,9384024,147172,2017-05-08 00:54:59
861288531465048066,14923,3509,9384024,147172,2017-05-07 18:36:02
861005113778896900,14521,3258,9384024,147172,2017-05-06 23:49:50
860981674716409858,0,1821,9384024,147172,2017-05-06 22:16:42
860924035999428608,0,661,9384024,147172,2017-05-06 18:27:40
860563773140209665,6535,1821,9384024,147172,2017-05-05 18:36:06
860524505164394496,20574,4491,9384024,147172,2017-05-05 16:00:04
860276583193509888,16010,2996,9384024,147172,2017-05-04 23:34:55
860184849394610176,14557,5004,9384024,147172,2017-05-04 17:30:24
860177593139703809,0,26101,9384024,147172,2017-05-04 17:01:34
859924526012018688,17050,3494,9384024,147172,2017-05-04 00:15:58
859851578198683649,13552,3007,9384024,147172,2017-05-03 19:26:06
859607811541651456,16331,1346,9384024,147172,2017-05-03 03:17:27
859196978902773760,78290,25728,9384024,147172,2017-05-02 00:04:57
859074603037188101,29645,11743,9384024,147172,2017-05-01 15:58:40
858860390427611136,0,6936,9384024,147172,2017-05-01 01:47:28
858843525470990336,13756,2973,9384024,147172,2017-05-01 00:40:27
858471635011153920,18920,4178,9384024,147172,2017-04-30 00:02:42
858107933456039936,13826,2481,9384024,147172,2017-04-28 23:57:28
857989990357356544,14051,2223,9384024,147172,2017-04-28 16:08:49
857746408056729600,29977,9158,9384024,147172,2017-04-28 00:00:54
857393404942143489,5159,1410,9384024,147172,2017-04-27 00:38:11
857263160327368704,17778,3895,9384024,147172,2017-04-26 16:00:39
857214891891077121,198,16,9384024,147172,2017-04-26 12:48:51
857062103051644929,0,142,9384024,147172,2017-04-26 02:41:43
857029823797047296,16629,3430,9384024,147172,2017-04-26 00:33:27
856543823941562368,14368,2493,9384024,147172,2017-04-24 16:22:16
856526610513747968,10491,1617,9384024,147172,2017-04-24 15:13:52
856288084350160898,473,14,9384024,147172,2017-04-23 23:26:03
856282028240666624,24551,5469,9384024,147172,2017-04-23 23:01:59
855862651834028034,296,21,9384024,147172,2017-04-22 19:15:32
855860136149123072,4292,841,9384024,147172,2017-04-22 19:05:32
855857698524602368,10528,1812,9384024,147172,2017-04-22 18:55:51
855851453814013952,40274,15609,9384024,147172,2017-04-22 18:31:02
855818117272018944,23579,4704,9384024,147172,2017-04-22 16:18:34
855459453768019968,26376,7164,9384024,147172,2017-04-21 16:33:22
855245323840757760,0,5153,9384024,147172,2017-04-21 02:22:29
855138241867124737,0,36,9384024,147172,2017-04-20 19:16:59
854732716440526848,20123,5247,9384024,147172,2017-04-19 16:25:34
854482394044301312,25836,5909,9384024,147172,2017-04-18 23:50:52
854365224396361728,16694,4059,9384024,147172,2017-04-18 16:05:17
854120357044912130,28321,6460,9384024,147172,2017-04-17 23:52:16
854010172552949760,14352,2746,9384024,147172,2017-04-17 16:34:26
853760880890318849,25320,5029,9384024,147172,2017-04-17 00:03:50
853639147608842240,30722,8697,9384024,147172,2017-04-16 16:00:07
853299958564483072,13724,3113,9384024,147172,2017-04-15 17:32:18
852936405516943360,0,1755,9384024,147172,2017-04-14 17:27:40
852912242202992640,7990,1556,9384024,147172,2017-04-14 15:51:39
852672615818899456,13219,1870,9384024,147172,2017-04-13 23:59:28
852553447878664193,14450,3054,9384024,147172,2017-04-13 16:05:56
852311364735569921,29475,8683,9384024,147172,2017-04-13 00:03:59
852226086759018497,17804,5952,9384024,147172,2017-04-12 18:25:07
852189679701164033,10238,1397,9384024,147172,2017-04-12 16:00:27
851591660324737024,14526,3063,9384024,147172,2017-04-11 00:24:08
851464819735769094,21628,6171,9384024,147172,2017-04-10 16:00:07
851224888060895234,18483,5054,9384024,147172,2017-04-10 00:06:42
850753642995093505,27387,7942,9384024,147172,2017-04-08 16:54:09
850380195714523136,11682,2283,9384024,147172,2017-04-07 16:10:12
850333567704068097,3095,299,9384024,147172,2017-04-07 13:04:55
850145622816686080,14606,3325,9384024,147172,2017-04-07 00:38:06
850019790995546112,18216,4287,9384024,147172,2017-04-06 16:18:05
849776966551130114,27102,6686,9384024,147172,2017-04-06 00:13:11
849668094696017920,0,4349,9384024,147172,2017-04-05 17:00:34
849412302885593088,14243,2778,9384024,147172,2017-04-05 00:04:08
849336543269576704,10231,1653,9384024,147172,2017-04-04 19:03:06
849051919805034497,37781,7452,9384024,147172,2017-04-04 00:12:06
848690551926992896,22537,3853,9384024,147172,2017-04-03 00:16:10
848324959059550208,22165,4078,9384024,147172,2017-04-02 00:03:26
848213670039564288,7300,633,9384024,147172,2017-04-01 16:41:12
848212111729840128,14577,2662,9384024,147172,2017-04-01 16:35:01
847978865427394560,0,2850,9384024,147172,2017-04-01 01:08:10
847971574464610304,0,383,9384024,147172,2017-04-01 00:39:12
847962785489326080,21135,4487,9384024,147172,2017-04-01 00:04:17
847842811428974592,4892,1168,9384024,147172,2017-03-31 16:07:33
847617282490613760,6245,372,9384024,147172,2017-03-31 01:11:22
847606175596138505,16846,3022,9384024,147172,2017-03-31 00:27:14
847251039262605312,18403,3834,9384024,147172,2017-03-30 00:56:03
847157206088847362,17803,5126,9384024,147172,2017-03-29 18:43:12
847116187444137987,19240,2820,9384024,147172,2017-03-29 16:00:12
846874817362120707,18111,3486,9384024,147172,2017-03-29 00:01:05
846514051647705089,39965,10181,9384024,147172,2017-03-28 00:07:32
846505985330044928,12643,2706,9384024,147172,2017-03-27 23:35:28
846153765933735936,28330,7997,9384024,147172,2017-03-27 00:15:53
846139713627017216,27964,8949,9384024,147172,2017-03-26 23:20:02
846042936437604353,14392,2536,9384024,147172,2017-03-26 16:55:29
845812042753855489,26253,7715,9384024,147172,2017-03-26 01:38:00
845677943972139009,22713,4296,9384024,147172,2017-03-25 16:45:08
845397057150107648,6881,1583,9384024,147172,2017-03-24 22:08:59
845306882940190720,21022,4762,9384024,147172,2017-03-24 16:10:40
845098359547420673,0,6798,9384024,147172,2017-03-24 02:22:04
844979544864018432,12339,2283,9384024,147172,2017-03-23 18:29:57
844973813909606400,13565,2797,9384024,147172,2017-03-23 18:07:10
844580511645339650,14818,2766,9384024,147172,2017-03-22 16:04:20
844223788422217728,12336,1960,9384024,147172,2017-03-21 16:26:50
843981021012017153,13708,2650,9384024,147172,2017-03-21 00:22:10
843856843873095681,19380,4093,9384024,147172,2017-03-20 16:08:44
843604394117681152,15277,2436,9384024,147172,2017-03-19 23:25:35
843235543001513987,19407,5286,9384024,147172,2017-03-18 22:59:54
842846295480000512,13820,3238,9384024,147172,2017-03-17 21:13:10
842765311967449089,6122,1158,9384024,147172,2017-03-17 15:51:22
842535590457499648,16376,3098,9384024,147172,2017-03-17 00:38:32
842163532590374912,22100,5153,9384024,147172,2017-03-16 00:00:07
842115215311396866,12670,2694,9384024,147172,2017-03-15 20:48:07
841833993020538882,0,13311,9384024,147172,2017-03-15 02:10:39
841680585030541313,23317,7000,9384024,147172,2017-03-14 16:01:03
841439858740625411,11362,3229,9384024,147172,2017-03-14 00:04:30
841320156043304961,17890,4919,9384024,147172,2017-03-13 16:08:50
841314665196081154,14319,4159,9384024,147172,2017-03-13 15:47:01
841077006473256960,20629,4784,9384024,147172,2017-03-13 00:02:39
840761248237133825,0,1584,9384024,147172,2017-03-12 03:07:56
840728873075638272,0,14362,9384024,147172,2017-03-12 00:59:17
840698636975636481,156,2,9384024,147172,2017-03-11 22:59:09
840696689258311684,11147,868,9384024,147172,2017-03-11 22:51:24
840632337062862849,8181,1584,9384024,147172,2017-03-11 18:35:42
840370681858686976,14881,4081,9384024,147172,2017-03-11 01:15:58
840268004936019968,17395,5100,9384024,147172,2017-03-10 18:27:58
839990271299457024,12167,2023,9384024,147172,2017-03-10 00:04:21
839549326359670784,24881,6936,9384024,147172,2017-03-08 18:52:12
839239871831150596,24548,5813,9384024,147172,2017-03-07 22:22:32
838952994649550848,17862,3588,9384024,147172,2017-03-07 03:22:35
838921590096166913,10106,1816,9384024,147172,2017-03-07 01:17:48
838916489579200512,0,29,9384024,147172,2017-03-07 00:57:32
838831947270979586,0,9812,9384024,147172,2017-03-06 19:21:35
838561493054533637,9904,1206,9384024,147172,2017-03-06 01:26:54
838476387338051585,20425,4279,9384024,147172,2017-03-05 19:48:43
838201503651401729,0,9014,9384024,147172,2017-03-05 01:36:26
838150277551247360,1536,295,9384024,147172,2017-03-04 22:12:52
838085839343206401,127,0,9384024,147172,2017-03-04 17:56:49
838083903487373313,16009,2799,9384024,147172,2017-03-04 17:49:08
837820167694528512,30934,7022,9384024,147172,2017-03-04 00:21:08
837482249356513284,3490,398,9384024,147172,2017-03-03 01:58:22
837471256429613056,11630,2030,9384024,147172,2017-03-03 01:14:41
837110210464448512,14605,2141,9384024,147172,2017-03-02 01:20:01
836989968035819520,11600,2074,9384446,147176,2017-03-01 17:22:13
836753516572119041,17593,4175,9384024,147172,2017-03-01 01:42:39
836677758902222849,11501,1977,9384024,147172,2017-02-28 20:41:37
836648853927522308,0,496,9384024,147172,2017-02-28 18:46:45
836397794269200385,0,24604,9384024,147172,2017-02-28 02:09:08
836380477523124226,13479,2692,9384024,147172,2017-02-28 01:00:19
836260088725786625,19327,3899,9384024,147172,2017-02-27 17:01:56
836001077879255040,17377,3824,9384024,147172,2017-02-26 23:52:43
835685285446955009,0,7271,9384024,147172,2017-02-26 02:57:52
835574547218894849,16170,3237,9384024,147172,2017-02-25 19:37:50
835536468978302976,0,1519,9384024,147172,2017-02-25 17:06:32
835309094223372289,0,18735,9384024,147172,2017-02-25 02:03:02
835297930240217089,14944,2683,9384024,147172,2017-02-25 01:18:40
835264098648616962,7024,1519,9384024,147172,2017-02-24 23:04:14
835246439529840640,1944,63,9384024,147172,2017-02-24 21:54:03
835172783151792128,23842,5198,9384024,147172,2017-02-24 17:01:22
835152434251116546,20374,2698,9384024,147172,2017-02-24 15:40:31
834931633769889797,9803,1461,9384024,147172,2017-02-24 01:03:08
834786237630337024,19582,4999,9384024,147172,2017-02-23 15:25:23
834574053763584002,12447,2268,9384024,147172,2017-02-23 01:22:14
834477809192075265,0,9568,9384024,147172,2017-02-22 18:59:48
834458053273591808,8775,1514,9384024,147172,2017-02-22 17:41:18
834209720923721728,18711,4249,9384024,147172,2017-02-22 01:14:30
834167344700198914,14364,3285,9384024,147172,2017-02-21 22:26:07
834089966724603904,9164,1924,9384024,147172,2017-02-21 17:18:39
834086379323871233,11874,1996,9384024,147172,2017-02-21 17:04:24
833863086058651648,12243,2163,9384024,147172,2017-02-21 02:17:06
833826103416520705,16609,3429,9384024,147172,2017-02-20 23:50:09
833732339549220864,0,199,9384024,147172,2017-02-20 17:37:34
833722901757046785,19075,2943,9384024,147172,2017-02-20 17:00:04
833479644947025920,13610,1847,9384024,147172,2017-02-20 00:53:27
833124694597443584,18415,4349,9384024,147172,2017-02-19 01:23:00
832998151111966721,12072,1959,9384024,147172,2017-02-18 17:00:10
832769181346996225,0,37,9384024,147172,2017-02-18 01:50:19
832757312314028032,15361,3252,9384024,147172,2017-02-18 01:03:09
832682457690300417,10833,2603,9384024,147172,2017-02-17 20:05:43
832645525019123713,2649,474,9384024,147172,2017-02-17 17:38:57
832636094638288896,14448,2497,9384024,147172,2017-02-17 17:01:29
832397543355072512,10886,1997,9384024,147172,2017-02-17 01:13:34
832369877331693569,15560,2850,9384024,147172,2017-02-16 23:23:38
832273440279240704,10294,2095,9384024,147172,2017-02-16 17:00:25
832215909146226688,0,5608,9384024,147172,2017-02-16 13:11:49
832215726631055365,0,8424,9384024,147172,2017-02-16 13:11:05
832088576586297345,56,2,9384024,147172,2017-02-16 04:45:50
832040443403784192,0,8635,9384024,147172,2017-02-16 01:34:34
832032802820481025,16198,4192,9384024,147172,2017-02-16 01:04:13
831939777352105988,21832,5537,9384024,147172,2017-02-15 18:54:34
831926988323639298,311,33,9384024,147172,2017-02-15 18:03:45
831911600680497154,25120,5851,9384024,147172,2017-02-15 17:02:36
831670449226514432,9484,1658,9384024,147172,2017-02-15 01:04:21
831650051525054464,6470,1755,9384024,147172,2017-02-14 23:43:18
831552930092285952,8219,2116,9384024,147172,2017-02-14 17:17:22
831322785565769729,8484,1407,9384024,147172,2017-02-14 02:02:51
831315979191906304,6011,1012,9384024,147172,2017-02-14 01:35:49
831309418084069378,10742,2209,9384024,147172,2017-02-14 01:09:44
831262627380748289,10830,1856,9384024,147172,2017-02-13 22:03:49
830956169170665475,7281,1357,9384024,147172,2017-02-13 01:46:03
830583320585068544,60758,15116,9384024,147172,2017-02-12 01:04:29
830173239259324417,0,5139,9384024,147172,2017-02-10 21:54:58
830097400375152640,8888,2638,9384024,147172,2017-02-10 16:53:37
829878982036299777,0,4495,9384024,147172,2017-02-10 02:25:42
829861396166877184,11155,1761,9384024,147172,2017-02-10 01:15:49
829501995190984704,29039,9568,9384024,147172,2017-02-09 01:27:41
829449946868879360,9603,1825,9384024,147172,2017-02-08 22:00:52
829141528400556032,22261,6641,9384024,147172,2017-02-08 01:35:19
829011960981237760,48519,14647,9384024,147172,2017-02-07 17:00:28
828801551087042563,0,3092,9384024,147172,2017-02-07 03:04:22
828770345708580865,23343,5274,9384024,147172,2017-02-07 01:00:22
828708714936930305,33264,10093,9384024,147172,2017-02-06 20:55:28
828650029636317184,8675,1213,9384024,147172,2017-02-06 17:02:17
828409743546925057,5858,1059,9384024,147172,2017-02-06 01:07:28
828408677031882754,7048,1163,9384024,147172,2017-02-06 01:03:14
828381636999917570,11500,2019,9384024,147172,2017-02-05 23:15:47
828376505180889089,6784,970,9384024,147172,2017-02-05 22:55:23
828372645993398273,11511,2668,9384024,147172,2017-02-05 22:40:03
828361771580813312,2015,161,9384024,147172,2017-02-05 21:56:51
828046555563323392,10749,2604,9384024,147172,2017-02-05 01:04:17
828011680017821696,9460,1952,9384024,147172,2017-02-04 22:45:42
827933404142436356,18321,4729,9384024,147172,2017-02-04 17:34:40
827653905312006145,14127,2733,9384024,147172,2017-02-03 23:04:02
827600520311402496,6861,856,9384024,147172,2017-02-03 19:31:54
827324948884643840,14521,2751,9384024,147172,2017-02-03 01:16:53
827199976799354881,9711,2017,9384024,147172,2017-02-02 17:00:17
826958653328592898,19704,4495,9384024,147172,2017-02-02 01:01:21
826848821049180160,33055,9158,9384024,147172,2017-02-01 17:44:55
826615380357632002,0,3604,9384024,147172,2017-02-01 02:17:19
826598799820865537,4709,225,9384024,147172,2017-02-01 01:11:25
826598365270007810,9185,2138,9384024,147172,2017-02-01 01:09:42
826476773533745153,16874,3821,9384024,147172,2017-01-31 17:06:32
826240494070030336,12146,2374,9384024,147172,2017-01-31 01:27:39
826204788643753985,4465,842,9384024,147172,2017-01-30 23:05:46
826115272272650244,14312,2808,9384024,147172,2017-01-30 17:10:04
825876512159186944,9619,1707,9384024,147172,2017-01-30 01:21:19
825829644528148480,11671,2285,9384024,147172,2017-01-29 22:15:05
825535076884762624,52032,15879,9384024,147172,2017-01-29 02:44:34
825147591692263424,16734,4095,9384024,147172,2017-01-28 01:04:51
825120256414846976,0,1154,9384024,147172,2017-01-27 23:16:13
825026590719483904,5739,1154,9384024,147172,2017-01-27 17:04:02
824796380199809024,0,4993,9384024,147172,2017-01-27 01:49:15
824775126675836928,13659,3206,9384024,147172,2017-01-27 00:24:48
824663926340194305,9661,1619,9384024,147172,2017-01-26 17:02:56
824325613288833024,10856,9621,9384024,147172,2017-01-25 18:38:36
824297048279236611,13853,3491,9384024,147172,2017-01-25 16:45:05
824025158776213504,4398,539,9384024,147172,2017-01-24 22:44:42
823939628516474880,9754,2482,9384024,147172,2017-01-24 17:04:50
823719002937630720,0,10152,9384024,147172,2017-01-24 02:28:08
823699002998870016,12703,2263,9384024,147172,2017-01-24 01:08:40
823581115634085888,11873,2394,9384024,147172,2017-01-23 17:20:14
823333489516937216,641,20,9384024,147172,2017-01-23 00:56:15
823322678127919110,14392,3643,9384024,147172,2017-01-23 00:13:17
823269594223824897,0,9044,9384024,147172,2017-01-22 20:42:21
822975315408461824,15881,3125,9384024,147172,2017-01-22 01:12:59
822872901745569793,120416,39015,9384024,147172,2017-01-21 18:26:02
822859134160621569,12066,2072,9384024,147172,2017-01-21 17:31:20
822647212903690241,0,5840,9384024,147172,2017-01-21 03:29:14
822610361945911296,13568,2667,9384024,147172,2017-01-21 01:02:48
822489057087389700,16634,5840,9384024,147172,2017-01-20 17:00:46
822462944365645825,25721,12916,9384024,147172,2017-01-20 15:17:01
822244816520155136,32170,9044,9384024,147172,2017-01-20 00:50:15
822163064745328640,0,4290,9384024,147172,2017-01-19 19:25:24
821886076407029760,10361,2102,9384024,147172,2017-01-19 01:04:45
821813639212650496,0,3059,9384024,147172,2017-01-18 20:16:54
821765923262631936,7669,1535,9384024,147172,2017-01-18 17:07:18
821522889702862852,7357,1609,9384024,147172,2017-01-18 01:01:34
821421320206483457,0,5034,9384024,147172,2017-01-17 18:17:58
821407182352777218,10826,3922,9384024,147172,2017-01-17 17:21:47
821153421864615936,229,8,9384024,147172,2017-01-17 00:33:26
821149554670182400,7886,1793,9384024,147172,2017-01-17 00:18:04
821107785811234820,8786,1924,9384024,147172,2017-01-16 21:32:06
821044531881721856,11586,2082,9384024,147172,2017-01-16 17:20:45
820837357901512704,0,6115,9384024,147172,2017-01-16 03:37:31
820749716845686786,28945,9014,9384024,147172,2017-01-15 21:49:15
820690176645140481,11274,2951,9384024,147172,2017-01-15 17:52:40
820494788566847489,0,516,9384024,147172,2017-01-15 04:56:16
820446719150292993,0,2356,9384024,147172,2017-01-15 01:45:15
820314633777061888,3070,516,9384024,147172,2017-01-14 17:00:24
820078625395449857,18124,5663,9384024,147172,2017-01-14 01:22:35
820013781606658049,0,1063,9384024,147172,2017-01-13 21:04:55
819952236453363712,4883,1063,9384024,147172,2017-01-13 17:00:21
819924195358416896,11907,4450,9384024,147172,2017-01-13 15:08:56
819711362133872643,12225,2801,9384024,147172,2017-01-13 01:03:12
819588359383371776,8855,1835,9384024,147172,2017-01-12 16:54:26
819347104292290561,6638,1100,9384024,147172,2017-01-12 00:55:47
819238181065359361,2067,373,9384024,147172,2017-01-11 17:42:57
